url,title,img_url,year,rating,ratings_num,5_star,4_star,3_star,2_star,1_star,imdb_id
https://movie.douban.com/subject/26677940/,爸爸我来救你了,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2311164632.jpg,2016,2.2,338,1.40%,0.50%,1.00%,2.90%,0.942,
https://movie.douban.com/subject/26686653/,请把你的窗户打开,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2295744613.jpg,2016,4.2,129,3.60%,7.10%,25.00%,23.80%,0.405,
https://movie.douban.com/subject/26630517/,一家老小向前冲,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2312385976.jpg,2016,3.5,570,6.00%,3.30%,9.30%,20.70%,0.608,
https://movie.douban.com/subject/26686170/,谎言大爆炸,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2335656403.jpg,2016,3.1,448,3.60%,2.00%,8.30%,20.60%,0.656,
https://movie.douban.com/subject/26700894/,哑孩儿,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2310856755.jpg,2016,5.3,206,11.50%,12.90%,26.60%,28.80%,0.201,tt5782104
https://movie.douban.com/subject/26461707/,恐怖禁忌之红旗袍,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2325046784.jpg,2015,2.6,483,2.50%,0.70%,2.90%,10.40%,0.836,
https://movie.douban.com/subject/5327268/,荒野猎人 The Revenant,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2323258429.jpg,2015,7.8,192079,22.70%,48.70%,25.50%,2.50%,0.005,tt1663202
https://movie.douban.com/subject/3072064/,飞鹰艾迪 Eddie the Eagle,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2322216899.jpg,2016,8,26833,24.30%,51.70%,22.20%,1.50%,0.002,tt1083452
https://movie.douban.com/subject/26345736/,女汉子真爱公式,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2324372895.jpg,2016,4.6,10401,8.90%,8.20%,21.80%,27.60%,0.335,tt4903518
https://movie.douban.com/subject/25951720/,寻找心中的你 王家欣,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2321454566.jpg,2015,7.4,9045,16.50%,44.00%,33.20%,5.10%,0.012,tt3911074
https://movie.douban.com/subject/26729533/,洛杉矶捣蛋计划,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2323980819.jpg,2016,5.3,3601,4.70%,11.30%,40.80%,29.90%,0.133,tt4694440
https://movie.douban.com/subject/24750534/,蝙蝠侠大战超人：正义黎明 Batman v Superman: Dawn of Justice,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2316834186.jpg,2016,6.6,134742,12.10%,27.00%,43.30%,13.70%,0.039,tt2975590
https://movie.douban.com/subject/1304961/,缘份 緣份,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2325329438.jpg,1984,7.1,13479,16.40%,31.50%,43.10%,7.70%,0.012,tt0086950
https://movie.douban.com/subject/26345159/,半熟少女,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2326378603.jpg,2016,3.3,2408,3.60%,2.80%,8.50%,22.90%,0.622,tt5483634
https://movie.douban.com/subject/25924268/,喜乐长安,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2323300602.jpg,2016,3,2305,1.50%,1.90%,8.40%,20.40%,0.678,tt4892556
https://movie.douban.com/subject/26370966/,恐怖将映,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2326393841.jpg,2016,3.5,604,3.30%,4.70%,12.00%,24.60%,0.554,tt5763398
https://movie.douban.com/subject/26742358/,一夜危机,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2323872469.jpg,2016,2.4,58,2.90%,0.00%,0.00%,8.80%,0.882,
https://movie.douban.com/subject/26595397/,回乡逗儿,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2321816650.jpg,2016,2.8,39,3.80%,0.00%,0.00%,23.10%,0.731,
https://movie.douban.com/subject/25945280/,我的特工爷爷 特工爺爺,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2325687277.jpg,2016,5.3,36836,3.90%,11.60%,41.70%,30.70%,0.121,tt4076934
https://movie.douban.com/subject/25662327/,火锅英雄,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2325504300.jpg,2016,7.2,167827,12.10%,44.80%,37.00%,5.00%,0.01,tt5596352
https://movie.douban.com/subject/26354526/,睡在我上铺的兄弟,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2325669261.jpg,2016,5,18793,5.80%,10.40%,32.40%,29.70%,0.218,tt5599016
https://movie.douban.com/subject/26359246/,灵偶契约 The Boy,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2327655150.jpg,2016,6,7845,4.30%,19.00%,54.40%,18.50%,0.038,tt3882082
https://movie.douban.com/subject/26347316/,不速之客,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2327603714.jpg,2016,4.7,2358,3.10%,8.90%,29.70%,36.20%,0.221,tt5955834
https://movie.douban.com/subject/11632599/,轩辕大帝,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2326715708.jpg,2016,4.6,1464,6.30%,11.60%,21.70%,24.90%,0.353,
https://movie.douban.com/subject/26655587/,太空熊猫英雄归来,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2324514887.jpg,2015,2.5,521,2.70%,1.20%,2.40%,6.10%,0.875,
https://movie.douban.com/subject/25845588/,摩尔庄园3：魔幻列车大冒险,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2325077617.jpg,2015,4.9,395,10.70%,11.80%,24.10%,18.20%,0.353,tt4562088
https://movie.douban.com/subject/25757186/,伦敦陷落 London Has Fallen,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2325735117.jpg,2016,6.1,58609,5.20%,20.50%,53.00%,17.60%,0.036,tt3300542
https://movie.douban.com/subject/26703456/,我的老婆是明星 我老婆係明星,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2326837215.jpg,2016,3.8,1266,1.80%,2.90%,18.20%,36.70%,0.404,tt5769586
https://movie.douban.com/subject/25824009/,脑残粉 Fan,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2393776153.jpg,2016,6.6,3127,6.30%,32.10%,49.20%,10.60%,0.018,tt3495026
https://movie.douban.com/subject/26776126/,我的圣途,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2376926905.jpg,2016,7,281,18.20%,34.10%,31.80%,9.10%,0.068,
https://movie.douban.com/subject/3025375/,奇异博士 Doctor Strange,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2388501883.jpg,2016,7.7,219605,20.50%,47.40%,28.40%,3.20%,0.005,tt1211837
https://movie.douban.com/subject/26757373/,捉迷藏,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2392969596.jpg,2016,5.4,19563,4.60%,13.50%,42.90%,26.20%,0.128,tt5662906
https://movie.douban.com/subject/26253737/,非常父子档,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2391176999.jpg,2016,5.6,1833,5.70%,11.50%,49.60%,25.70%,0.074,tt6389310
https://movie.douban.com/subject/26389466/,一句顶一万句,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2389970856.jpg,2016,6.1,4241,5.40%,22.20%,48.00%,20.50%,0.038,tt6128848
https://movie.douban.com/subject/26779337/,盛先生的花儿,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2393904861.jpg,2015,6.6,1793,4.70%,32.00%,53.40%,7.90%,0.019,tt5730336
https://movie.douban.com/subject/26547005/,笑林足球,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2394863337.jpg,2016,2.9,575,2.60%,1.70%,9.60%,8.70%,0.774,
https://movie.douban.com/subject/26696441/,被劫持的爱情,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394361992.jpg,2016,5,92,21.70%,0.00%,21.70%,17.40%,0.391,
https://movie.douban.com/subject/26660834/,蜡笔小新：梦境世界大突击 クレヨンしんちゃん 爆睡!ユメミーワールド大突撃,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2393770821.jpg,2016,7.3,7210,17.90%,38.40%,35.50%,6.70%,0.014,tt5526456
https://movie.douban.com/subject/26828548/,不离不弃,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2394104797.jpg,2016,3.1,462,10.00%,0.00%,5.00%,5.00%,0.8,
https://movie.douban.com/subject/25953613/,恐怖笔记,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2393751703.jpg,2016,2.6,214,0.00%,4.20%,4.20%,8.30%,0.833,
https://movie.douban.com/subject/25847558/,邻家大贱谍 Keeping Up with the Joneses,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2394353738.jpg,2016,6.1,13195,3.00%,17.90%,61.20%,15.60%,0.022,tt2387499
https://movie.douban.com/subject/25955373/,贫穷富爸爸,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2392170434.jpg,2016,4.7,258,3.80%,11.50%,26.90%,30.80%,0.269,
https://movie.douban.com/subject/26125842/,夺路而逃,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2376314270.jpg,2016,3.1,1124,1.90%,0.90%,11.60%,20.50%,0.651,
https://movie.douban.com/subject/25983044/,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2391542403.jpg,2016,8.4,174374,40.80%,42.80%,14.40%,1.50%,0.004,tt2513074
https://movie.douban.com/subject/26598021/,航海王之黄金城 ONE PIECE FILM GOLD,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2392493260.jpg,2016,7.8,29246,28.40%,37.10%,29.30%,4.30%,0.01,tt5251328
https://movie.douban.com/subject/26415200/,外公芳龄38,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394844095.jpg,2016,4.2,10054,1.10%,4.80%,26.60%,39.90%,0.276,tt5936462
https://movie.douban.com/subject/26629328/,减法人生,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2394035574.jpg,2016,4.2,544,3.00%,9.00%,19.50%,31.60%,0.368,
https://movie.douban.com/subject/26219651/,恶人报喜 惡人谷,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2311133581.jpg,2016,4.7,3638,3.60%,8.80%,31.20%,33.10%,0.233,tt5445444
https://movie.douban.com/subject/26290381/,果宝特攻之水果大逃亡,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2312396187.jpg,2016,5.8,339,13.50%,19.70%,30.90%,17.40%,0.185,
https://movie.douban.com/subject/26688299/,猿创世界之熊孩子部落,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2309321568.jpg,2016,5.4,204,13.20%,20.80%,17.00%,18.90%,0.302,
https://movie.douban.com/subject/25760247/,鼠来宝4：萌在囧途 Alvin and the Chipmunks: The Road Chip,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2305715574.jpg,2015,6.7,8196,11.00%,28.30%,47.00%,11.00%,0.027,tt2974918
https://movie.douban.com/subject/26418005/,我的“狐朋狗友”,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2314315480.jpg,2016,5.5,691,7.50%,16.60%,35.40%,24.70%,0.158,
https://movie.douban.com/subject/11589036/,功夫熊猫3 Kung Fu Panda 3,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2306653420.jpg,2016,7.7,166435,21.40%,45.30%,29.50%,3.30%,0.005,tt2267968
https://movie.douban.com/subject/26279449/,蒸发太平洋 Lost in the Pacific,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2306409195.jpg,2016,3.1,5370,1.90%,2.70%,8.20%,20.70%,0.665,tt4363250
https://movie.douban.com/subject/26413306/,致我们终将到来的爱情,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2308492063.jpg,2016,3.6,2371,3.20%,3.60%,15.10%,24.70%,0.533,
https://movie.douban.com/subject/26710178/,风口青春,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2310754271.jpg,2016,2.9,134,2.50%,1.30%,3.80%,25.30%,0.671,
https://movie.douban.com/subject/26698301/,过年好,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2312432460.jpg,2016,5,12847,7.00%,11.40%,29.40%,28.60%,0.236,tt5515022
https://movie.douban.com/subject/25827963/,西游记之孙悟空三打白骨精,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2315805100.jpg,2016,5.7,92718,5.80%,17.30%,41.80%,24.60%,0.106,tt4591310
https://movie.douban.com/subject/19944106/,美人鱼,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2316177058.jpg,2016,6.8,380518,15.40%,31.50%,37.00%,11.30%,0.048,tt4701660
https://movie.douban.com/subject/26334559/,澳门风云3 賭城風雲III,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2309171908.jpg,2016,4,64082,3.20%,5.10%,19.80%,29.70%,0.422,tt5237980
https://movie.douban.com/subject/26361479/,年兽大作战,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2305489683.jpg,2016,5.7,2173,6.80%,16.90%,42.40%,24.30%,0.097,tt5694916
https://movie.douban.com/subject/26721493/,断片儿,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2315884822.jpg,2016,4.2,109,5.80%,2.90%,18.80%,40.60%,0.319,
https://movie.douban.com/subject/26263919/,谋杀似水年华,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2318807517.jpg,2016,3.8,10384,2.30%,4.70%,17.50%,32.20%,0.432,tt5541542
https://movie.douban.com/subject/26637534/,奔爱,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2312443555.jpg,2016,3.7,16055,2.10%,4.10%,16.50%,29.00%,0.483,tt4655294
https://movie.douban.com/subject/26652816/,高跟鞋先生,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2312412325.jpg,2016,5,10880,4.50%,11.10%,35.50%,29.30%,0.196,tt5576776
https://movie.douban.com/subject/26282448/,火影忍者剧场版：博人传 BORUTO -NARUTO THE MOVIE-,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2251539632.jpg,2015,8.4,45127,42.50%,37.80%,16.70%,2.20%,0.008,tt4618398
https://movie.douban.com/subject/21327512/,卧虎藏龙：青冥宝剑 Crouching Tiger Hidden Dragon: Sword of Destiny,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2320939539.jpg,2016,4.7,26911,2.60%,7.60%,34.00%,35.20%,0.206,tt2652118
https://movie.douban.com/subject/10526498/,夺命枪火 Colt 45,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2319273504.jpg,2014,5.9,1715,4.30%,15.40%,52.90%,23.60%,0.038,tt2113636
https://movie.douban.com/subject/26253893/,青蛙王国之冰冻大冒险,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2315804919.jpg,2015,5.3,604,14.50%,16.30%,19.20%,22.10%,0.279,
https://movie.douban.com/subject/3868141/,单身日记：好孕来袭 Bridget Jones's Baby,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2403803540.jpg,2016,7.4,26693,19.30%,39.40%,34.60%,5.90%,0.009,tt1473832
https://movie.douban.com/subject/25894431/,星球大战外传：侠盗一号 Rogue One: A Star Wars Story,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2403049086.jpg,2016,7.3,98103,16.20%,41.20%,35.50%,5.60%,0.015,tt3748528
https://movie.douban.com/subject/26313740/,玩命直播 Nerve,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410038523.jpg,2016,6.6,25455,6.00%,29.90%,52.80%,10.00%,0.013,tt3531824
https://movie.douban.com/subject/26388555/,一万公里的约定 一萬公里的約定,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2405121017.jpg,2016,4.6,2775,4.10%,8.40%,25.50%,37.40%,0.247,tt4884914
https://movie.douban.com/subject/26416774/,一路逆风,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2406829205.jpg,2017,4.4,1867,8.80%,6.70%,24.30%,16.50%,0.437,tt6455336
https://movie.douban.com/subject/26938345/,浪漫搭档,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2406752313.jpg,2017,2.3,81,0.00%,0.00%,5.30%,5.30%,0.895,
https://movie.douban.com/subject/26865690/,恐怖理发店,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2406903891.jpg,2017,2.6,358,4.80%,0.00%,2.40%,7.10%,0.857,
https://movie.douban.com/subject/26928378/,我们的青春不怕疼,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2408344759.jpg,2017,3.6,645,6.70%,3.30%,10.00%,23.30%,0.567,
https://movie.douban.com/subject/26912427/,猪猪侠之英雄猪少年,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410095594.jpg,2017,4.7,871,12.50%,4.50%,26.10%,20.50%,0.364,tt6437856
https://movie.douban.com/subject/3434070/,太空旅客 Passengers,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410576676.jpg,2016,6.9,97110,11.10%,35.30%,44.00%,8.30%,0.014,tt1355644
https://movie.douban.com/subject/26287884/,魔弦传说 Kubo and the Two Strings,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411608656.jpg,2016,7.4,45632,16.20%,45.30%,33.60%,4.20%,0.007,tt4302938
https://movie.douban.com/subject/10484117/,天空之眼 Eye in the Sky,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411665175.jpg,2015,7.8,52441,22.50%,51.90%,21.90%,2.70%,0.011,tt2057392
https://movie.douban.com/subject/25876760/,少年巴比伦,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410887742.jpg,2015,6.7,13275,9.00%,33.50%,45.20%,10.40%,0.02,tt5112400
https://movie.douban.com/subject/26921827/,大卫贝肯之倒霉特工熊,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2408893200.jpg,2017,4.3,2333,3.40%,5.50%,28.70%,29.70%,0.327,tt6437820
https://movie.douban.com/subject/26293468/,我的诗篇,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410472700.jpg,2015,7.6,3460,23.20%,41.20%,28.10%,5.90%,0.016,tt5140556
https://movie.douban.com/subject/21324900/,降临 Arrival,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411622421.jpg,2016,7.7,167876,22.30%,47.30%,25.80%,3.60%,0.009,tt2543164
https://movie.douban.com/subject/26617291/,心惊胆战 上身,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2409828702.jpg,2015,4.1,1519,0.40%,2.50%,27.50%,41.70%,0.279,tt5500308
https://movie.douban.com/subject/26948106/,缺失的爱,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2415244160.jpg,2017,8.3,228,50.00%,27.30%,13.60%,4.50%,0.045,
https://movie.douban.com/subject/26628239/,老师也疯狂,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2384342228.jpg,2016,3.8,133,0.00%,7.70%,26.90%,11.50%,0.538,
https://movie.douban.com/subject/25801066/,西游伏妖篇,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411953504.jpg,2017,5.7,206159,7.70%,18.80%,36.20%,23.50%,0.139,tt5273624
https://movie.douban.com/subject/26831711/,熊出没·奇幻空间,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2414358483.jpg,2017,6.4,7766,11.60%,28.10%,39.50%,11.50%,0.092,
https://movie.douban.com/subject/26182910/,功夫瑜伽,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2412371389.jpg,2017,5.1,88152,3.80%,11.80%,37.00%,30.20%,0.172,tt4217392
https://movie.douban.com/subject/26717795/,健忘村,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2412370372.jpg,2017,6.7,40388,8.80%,35.00%,42.40%,11.10%,0.026,tt6461526
https://movie.douban.com/subject/26389696/,大闹天竺,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2408307430.jpg,2017,3.8,57995,2.40%,4.40%,18.60%,29.50%,0.452,tt6152908
https://movie.douban.com/subject/26862259/,乘风破浪,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2408407697.jpg,2017,6.9,250763,12.60%,34.90%,38.90%,9.80%,0.038,tt6461514
https://movie.douban.com/subject/26382767/,了不起的菲丽西 Ballerina,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2416009294.jpg,2016,6.8,5375,11.60%,32.20%,41.50%,12.00%,0.028,tt2261287
https://movie.douban.com/subject/26691509/,东北往事之破马张飞,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2413341026.jpg,2017,3.6,11171,1.50%,4.10%,16.60%,30.90%,0.469,
https://movie.douban.com/subject/26766397/,萤火奇兵,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2423179296.jpg,2017,4.9,488,5.40%,2.70%,40.50%,35.10%,0.162,
https://movie.douban.com/subject/3230115/,极限特工3：终极回归 xXx: The Return of Xander Cage,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2410569976.jpg,2017,5.7,65272,5.40%,16.40%,44.20%,25.30%,0.087,tt1293847
https://movie.douban.com/subject/26711487/,决战食神,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2417948347.jpg,2017,4.7,16571,2.60%,6.90%,34.00%,38.00%,0.185,tt6315750
https://movie.douban.com/subject/26745334/,游戏规则,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2422372719.jpg,2017,4.3,3951,4.60%,8.50%,19.40%,33.50%,0.339,tt5992138
https://movie.douban.com/subject/25934014/,爱乐之城 La La Land,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2425658570.jpg,2016,8.4,284257,41.60%,38.40%,16.90%,2.40%,0.007,tt3783958
https://movie.douban.com/subject/26425081/,合约男女,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2449864312.jpg,2017,4.5,7197,3.00%,5.20%,27.80%,40.10%,0.239,tt6518634
https://movie.douban.com/subject/26815856/,疯岳撬佳人,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2426231159.jpg,2017,3.3,4914,2.00%,2.20%,12.60%,27.40%,0.557,
https://movie.douban.com/subject/26354572/,欢乐好声音 Sing,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2411622136.jpg,2016,8.2,97107,32.10%,47.20%,19.10%,1.40%,0.002,tt3470600
https://movie.douban.com/subject/4078592/,上海王,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2426952758.jpg,2016,4.8,3291,3.10%,8.50%,32.40%,39.20%,0.168,tt5482570
https://movie.douban.com/subject/26668750/,完美有多美,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2428993870.jpg,2017,5.5,1279,4.40%,15.70%,40.40%,27.90%,0.116,
https://movie.douban.com/subject/11526817/,刺客信条 Assassin's Creed,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2432597986.jpg,2016,5.4,49079,3.70%,12.90%,41.70%,32.50%,0.093,tt2094766
https://movie.douban.com/subject/20471852/,生化危机：终章 Resident Evil: The Final Chapter,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2429713841.jpg,2016,6.6,116922,9.30%,28.70%,47.30%,12.20%,0.026,tt2592614
https://movie.douban.com/subject/26145033/,乐高蝙蝠侠大电影 The LEGO Batman Movie,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2417949761.jpg,2017,8.1,18817,31.00%,46.20%,20.20%,2.00%,0.005,tt4116284
https://movie.douban.com/subject/25765735/,金刚狼3：殊死一战 Logan,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2431980130.jpg,2017,8.3,176801,36.20%,44.70%,17.00%,1.60%,0.004,tt3315342
https://movie.douban.com/subject/6873143/,一条狗的使命 A Dog's Purpose,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2432493858.jpg,2017,7.7,114407,23.50%,42.10%,30.10%,3.80%,0.006,tt1753383
https://movie.douban.com/subject/26883093/,惊魂绣花鞋,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2430083789.jpg,2017,2.3,594,0.00%,0.00%,3.20%,6.50%,0.903,
https://movie.douban.com/subject/26762709/,最终幻想15：王者之剑 Kingsglaive Final Fantasy XV,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2436217927.jpg,2016,7.3,22052,17.20%,39.30%,34.70%,7.10%,0.017,tt5595168
https://movie.douban.com/subject/5262339/,天才捕手 Genius,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2441824955.jpg,2016,7.5,23043,15.80%,45.30%,35.60%,3.00%,0.003,tt1703957
https://movie.douban.com/subject/26425075/,夜色撩人,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2429466533.jpg,2017,4.9,1490,3.30%,9.50%,33.80%,37.60%,0.158,
https://movie.douban.com/subject/26331917/,碟仙诡谭2,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2427643545.jpg,2017,3.1,734,4.70%,1.60%,6.30%,18.80%,0.688,
https://movie.douban.com/subject/26818346/,诡眼,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2430650748.jpg,2017,3.2,183,0.00%,5.90%,8.80%,26.50%,0.588,
https://movie.douban.com/subject/26961684/,玛格丽特的春天,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2432636272.jpg,2017,3,908,1.60%,0.50%,8.30%,24.00%,0.656,
https://movie.douban.com/subject/25900945/,美女与野兽 Beauty and the Beast,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2417948644.jpg,2017,7.3,119511,17.20%,39.70%,37.20%,5.20%,0.008,tt2771200
https://movie.douban.com/subject/2277018/,麦兜响当当 麥兜響當當,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2431279389.jpg,2009,7.4,80495,17.80%,40.60%,35.20%,5.30%,0.011,tt1430622
https://movie.douban.com/subject/26425079/,走出尘埃,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2425774100.jpg,2016,5.1,223,4.50%,13.60%,27.30%,40.90%,0.136,tt6135034
https://movie.douban.com/subject/26958070/,通灵姐妹,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2430086967.jpg,2017,2.5,409,4.20%,0.00%,2.10%,4.20%,0.896,
https://movie.douban.com/subject/26309788/,金刚：骷髅岛 Kong: Skull Island,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2436030518.jpg,2017,6.7,98891,7.90%,32.70%,48.60%,9.10%,0.017,tt3731562
https://movie.douban.com/subject/26850326/,欢乐喜剧人,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2449680079.jpg,2017,2.5,8110,1.20%,0.80%,3.30%,11.50%,0.832,tt6421362
https://movie.douban.com/subject/26820836/,八月,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2448419180.jpg,2016,7.2,17717,10.90%,43.90%,38.80%,5.60%,0.008,tt6118258
https://movie.douban.com/subject/26898854/,领袖1935,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2445495498.jpg,2017,2.4,571,2.00%,3.10%,2.00%,1.00%,0.918,
https://movie.douban.com/subject/26606743/,嫌疑人X的献身,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2448676053.jpg,2017,6.5,89088,6.40%,29.50%,50.40%,11.40%,0.022,tt5516464
https://movie.douban.com/subject/26602933/,绑架者,https://img3.doubanio.com/view/movie_poster_cover/lpst/public/p2445601403.jpg,2017,5,16958,2.10%,10.10%,37.80%,34.70%,0.153,tt4823122
https://movie.douban.com/subject/26616690/,非凡任务,https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p2453197648.jpg,2017,6.5,26082,7.50%,26.80%,51.00%,12.60%,0.021,tt6690310
